,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_brand,CPU_base_clock_speed,PrimaryStorage,PrimaryStorageType,SecondaryStorage,SecondaryStorageType,GPU_company
508,HP,Ultrabook,13.3,8.0,Windows 10,1.34,1323.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
509,Lenovo,Gaming,15.6,8.0,No OS,2.4,1149.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
510,Dell,Ultrabook,13.3,8.0,Windows 10,1.29,899.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.5,128,GB SSD,0,No,Intel
511,Acer,Notebook,15.6,4.0,Windows 10,2.2,639.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,500,GB HDD,0,No,Nvidia
512,Dell,Notebook,15.6,8.0,Windows 10,2.18,836.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
513,Dell,Notebook,15.6,16.0,Windows 10,2.2,1219.24,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,2048,HDD,AMD
514,Xiaomi,Notebook,15.6,16.0,No OS,1.95,1399.95,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.8,256,GB SSD,0,No,Nvidia
515,Asus,Netbook,11.6,2.0,Windows 10,1.1,245.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
516,HP,Notebook,15.6,4.0,Windows 10,2.04,521.47,Standard,1366.0,768.0,Yes,No,No,Intel,1.6,1,TB HDD,0,No,Intel
517,Asus,Gaming,15.6,16.0,Windows 10,2.24,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,512,GB SSD,0,No,Nvidia
518,HP,Notebook,15.6,8.0,Windows 10,2.04,889.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Nvidia
519,Asus,Gaming,17.3,16.0,Windows 10,3.0,1504.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
520,Lenovo,Gaming,15.6,8.0,Windows 10,3.2,1399.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
521,HP,Ultrabook,13.3,8.0,Windows 10,1.32,1399.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
522,Dell,Notebook,14.0,8.0,Windows 10,1.64,1279.73,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Intel
523,HP,Notebook,15.6,4.0,Windows 10,1.63,689.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
524,Dell,Notebook,17.3,8.0,Linux,2.8,889.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.6,128,GB SSD,1024,HDD,AMD
525,Lenovo,Notebook,14.0,8.0,Windows 7,2.02,1340.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,256,GB SSD,0,No,Intel
526,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,799.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Nvidia
527,Lenovo,Notebook,15.6,8.0,No OS,2.2,459.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,2,TB HDD,0,No,Nvidia
528,Dell,Notebook,15.6,4.0,Windows 10,2.3,585.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,500,GB HDD,0,No,AMD
529,Dell,Notebook,15.6,8.0,Windows 10,1.9,1377.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Intel
530,Dell,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
531,Toshiba,Notebook,15.6,8.0,Windows 10,2.0,860.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,500,GB HDD,0,No,Intel
532,Asus,Notebook,15.6,8.0,Windows 10,2.0,1299.0,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.7,256,GB SSD,1024,HDD,Nvidia
533,Mediacom,Notebook,13.3,4.0,Windows 10,1.2,369.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.1,32,GB SSD,0,No,Intel
534,Asus,Gaming,15.6,8.0,Windows 10,2.3,1649.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
535,Dell,Notebook,15.6,8.0,Windows 10,1.93,1369.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
536,Dell,Notebook,15.6,8.0,Windows 10,2.2,797.41,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,AMD
537,HP,Notebook,15.6,4.0,Windows 10,1.86,398.99,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
538,HP,Gaming,17.3,12.0,Windows 10,2.62,1799.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,1,TB HDD,0,No,Nvidia
539,Lenovo,Notebook,14.0,8.0,Windows 10,1.87,859.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Nvidia
540,Dell,Ultrabook,13.3,8.0,Windows 10,1.2,1399.0,Quad HD+,3200.0,1800.0,Yes,No,No,Intel,1.8,256,GB SSD,0,No,Intel
541,Dell,Notebook,14.0,4.0,Windows 10,1.6,735.87,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
542,HP,Ultrabook,13.3,8.0,Windows 10,1.34,1145.0,Quad HD+,3200.0,1800.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
543,Acer,Gaming,15.6,8.0,Linux,2.4,798.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
544,Asus,Notebook,15.6,4.0,Windows 10,2.0,349.0,Standard,1366.0,768.0,No,No,No,AMD,1.8,500,GB HDD,0,No,AMD
545,HP,Notebook,15.6,4.0,Windows 10,2.1,705.5,Full HD,1920.0,1080.0,No,No,No,Intel,2.4,128,GB SSD,0,No,Intel
546,Lenovo,Notebook,14.0,4.0,Windows 10,1.87,785.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,500,GB HDD,0,No,Intel
547,Lenovo,Notebook,15.6,4.0,No OS,2.15,462.35,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,1,TB HDD,0,No,Intel
548,HP,Notebook,15.6,4.0,Windows 10,1.86,397.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
549,Lenovo,Notebook,15.6,8.0,Windows 10,1.99,1729.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
550,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,499.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
551,Dell,Notebook,15.6,8.0,Windows 10,1.9,1116.99,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
552,Dell,Gaming,17.3,16.0,Windows 10,3.78,2699.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
553,HP,Notebook,17.3,8.0,Windows 10,2.65,544.15,Standard,1600.0,900.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
554,HP,Notebook,17.3,8.0,Windows 10,2.63,1280.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Nvidia
555,Asus,Notebook,15.6,4.0,Linux,2.0,229.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,500,GB HDD,0,No,Intel
556,Mediacom,Notebook,13.3,4.0,Windows 10,1.35,255.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.44,32,GB Flash Storage,0,No,Intel
557,Lenovo,Notebook,17.3,6.0,Windows 10,2.8,949.0,Standard,1600.0,900.0,No,No,No,Intel,2.7,128,GB SSD,1024,HDD,Nvidia
558,HP,Notebook,15.6,6.0,Windows 10,1.91,568.9,Full HD,1920.0,1080.0,No,Yes,No,AMD,2.5,128,GB SSD,0,No,AMD
559,Dell,Notebook,15.6,4.0,Windows 10,2.18,617.9,Standard,1366.0,768.0,No,No,No,Intel,2.0,1,TB HDD,0,No,AMD
560,Acer,2 in 1 Convertible,11.6,4.0,Windows 10,1.25,349.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.0,32,GB Flash Storage,0,No,Intel
561,Lenovo,Notebook,15.6,4.0,Windows 10,2.05,630.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,128,GB SSD,0,No,Intel
562,HP,Ultrabook,13.3,16.0,Windows 10,1.16,1965.0,Quad HD+,3200.0,1800.0,Yes,Yes,No,Intel,1.2,512,GB SSD,0,No,Intel
563,Lenovo,Notebook,17.3,8.0,Windows 10,3.4,2711.2200000000007,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,0,No,Nvidia
564,Asus,Notebook,15.6,8.0,Windows 10,2.5,839.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
565,Dell,Ultrabook,13.3,8.0,Windows 10,1.21,1599.0,4K Ultra HD,3840.0,2160.0,Yes,Yes,No,Intel,1.6,128,GB SSD,0,No,Intel
566,Dell,Notebook,15.6,4.0,Windows 10,1.93,959.0,Standard,1366.0,768.0,No,No,No,Intel,2.6,500,GB HDD,0,No,Intel
567,Fujitsu,Notebook,15.6,8.0,Windows 10,2.2,739.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
568,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,344.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.1,500,GB HDD,0,No,Intel
569,Lenovo,Notebook,14.0,4.0,Windows 10,2.02,990.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,500,GB HDD,0,No,Intel
570,HP,Workstation,17.3,8.0,Windows 10,3.14,1860.99,Standard,1600.0,900.0,No,No,No,Intel,2.8,500,GB HDD,0,No,Nvidia
571,HP,Notebook,14.0,8.0,Windows 10,1.94,389.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,2,TB HDD,0,No,Intel
572,HP,Notebook,15.6,6.0,Windows 10,1.95,649.0,Full HD,1920.0,1080.0,No,Yes,No,AMD,3.0,256,GB SSD,0,No,AMD
573,Lenovo,Notebook,15.6,8.0,Windows 10,2.3,830.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
574,Lenovo,Notebook,15.6,4.0,Windows 10,2.05,685.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,500,GB HDD,0,No,Intel
575,Mediacom,Notebook,14.0,4.0,Windows 10,1.4,249.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.44,32,GB SSD,0,No,Intel
576,Toshiba,Ultrabook,14.0,16.0,Windows 10,1.24,1865.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.7,512,GB SSD,0,No,Intel
577,Lenovo,Gaming,17.3,16.0,Windows 10,3.78,2663.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,1024,HDD,Nvidia
578,MSI,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,No,No,Intel,2.9,512,GB SSD,1024,HDD,Nvidia
579,Dell,Notebook,15.6,8.0,Linux,2.2,749.01,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,AMD
580,Mediacom,Notebook,14.0,4.0,Windows 10,1.45,389.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,1.1,32,GB SSD,0,No,Intel
581,Dell,Notebook,15.6,8.0,Windows 10,1.9,1008.52,Standard,1366.0,768.0,No,No,No,Intel,2.6,500,GB HDD,0,No,Intel
582,HP,Notebook,13.3,4.0,Windows 10,1.49,719.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.4,128,GB SSD,0,No,Intel
583,Dell,Notebook,15.6,16.0,Windows 10,1.93,1537.39,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
584,Dell,Netbook,11.6,4.0,Chrome OS,1.26,295.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,16,GB Flash Storage,0,No,Intel
585,MSI,Gaming,17.3,16.0,Windows 10,3.78,2349.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,128,GB SSD,1024,HDD,Nvidia
586,HP,Gaming,17.3,16.0,Windows 10,3.78,1498.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
587,Lenovo,Ultrabook,14.0,12.0,Windows 10,1.4,1673.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.6,256,GB SSD,0,No,Intel
588,Lenovo,Notebook,15.6,12.0,Windows 10,2.2,609.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.8,1,TB HDD,0,No,Intel
589,Asus,Gaming,17.3,8.0,Windows 10,2.73,1770.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,128,GB SSD,1024,HDD,Nvidia
590,Asus,2 in 1 Convertible,15.6,8.0,Windows 10,2.2,739.0,Standard,1366.0,768.0,Yes,No,No,Intel,2.5,1,TB HDD,0,No,Intel
591,Lenovo,Notebook,15.6,12.0,Windows 10,2.2,949.0,Full HD,1920.0,1080.0,No,No,No,AMD,3.6,512,GB SSD,0,No,AMD
592,Dell,2 in 1 Convertible,11.6,4.0,Windows 10,1.39,603.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.0,128,GB SSD,0,No,Intel
593,Samsung,Notebook,15.6,16.0,Windows 10,2.5,1699.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
594,Lenovo,Notebook,17.3,4.0,No OS,2.8,529.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
595,Lenovo,Notebook,15.6,8.0,Windows 10,2.29,459.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,1,TB HDD,0,No,Intel
596,Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,2025.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
597,Lenovo,Notebook,14.0,8.0,Windows 10,1.7,1474.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
598,Dell,2 in 1 Convertible,12.5,8.0,Windows 10,1.34,1670.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.5,256,GB SSD,0,No,Intel
599,Dell,Workstation,15.6,8.0,Windows 10,2.06,1763.0,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
600,HP,Notebook,15.6,8.0,Windows 10,1.84,1219.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,256,GB SSD,0,No,Intel
601,HP,Notebook,15.6,4.0,Windows 10,2.1,668.48,Standard,1366.0,768.0,No,No,No,Intel,2.4,500,GB HDD,0,No,Intel
602,Acer,Notebook,14.0,4.0,Windows 10,1.6,329.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.1,32,GB Flash Storage,0,No,Intel
603,MSI,Gaming,17.3,16.0,Windows 10,3.78,2199.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,128,GB SSD,1024,HDD,Nvidia
604,Dell,Notebook,15.6,4.0,Linux,2.18,465.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,1,TB HDD,0,No,AMD
605,MSI,Gaming,15.6,16.0,Windows 10,1.8,2299.0,4K Ultra HD,3840.0,2160.0,No,No,No,Intel,2.8,256,GB SSD,2048,HDD,Nvidia
606,Toshiba,Notebook,15.6,8.0,Windows 10,2.2,1399.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
607,Lenovo,Notebook,15.6,6.0,Windows 10,2.4,564.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
608,Lenovo,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,1299.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.8,256,GB SSD,0,No,Intel
609,Acer,Notebook,14.0,4.0,Windows 10,1.6,349.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,128,GB Flash Storage,0,No,Intel
610,Lenovo,Notebook,15.6,16.0,Windows 10,2.5,2711.2200000000007,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,3.1,1,TB SSD,0,No,Nvidia
611,Dell,Gaming,15.6,16.0,Windows 10,2.59,879.01,Full HD,1920.0,1080.0,No,No,No,Intel,2.6,1,TB HDD,0,No,Nvidia
612,Dell,Notebook,15.6,4.0,Linux,2.18,443.9,Standard,1366.0,768.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
613,Dell,Notebook,15.6,4.0,Linux,2.25,359.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Intel
614,Dell,Notebook,15.6,4.0,Linux,1.93,869.0,Standard,1366.0,768.0,No,No,No,Intel,2.6,500,GB HDD,0,No,Intel
615,Asus,Gaming,17.3,8.0,Windows 10,3.0,1168.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
616,Dell,Notebook,15.6,4.0,Linux,2.18,569.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,0,No,AMD
617,HP,Ultrabook,15.6,8.0,Windows 10,1.84,1389.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Intel
618,MSI,Gaming,15.6,16.0,Windows 10,2.94,2267.86,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
619,Acer,2 in 1 Convertible,11.6,4.0,Chrome OS,1.25,379.0,Standard,1366.0,768.0,Yes,Yes,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
620,HP,Notebook,14.0,8.0,Windows 10,2.31,1124.0,Standard,1366.0,768.0,No,No,No,Intel,2.6,256,GB SSD,0,No,Intel
621,Lenovo,Notebook,14.0,8.0,Windows 7,1.65,1465.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,256,GB SSD,0,No,Intel
622,Dell,Notebook,15.6,4.0,Windows 10,2.2,776.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,1,TB HDD,0,No,AMD
623,Fujitsu,Notebook,15.6,8.0,Windows 10,2.2,799.0,Standard,1366.0,768.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
624,HP,Notebook,15.6,4.0,Windows 7,1.88,932.0,Standard,1366.0,768.0,No,No,No,Intel,2.3,500,GB HDD,0,No,Intel
625,Lenovo,Notebook,15.6,8.0,Windows 10,2.2,899.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,Nvidia
626,Mediacom,Notebook,14.0,2.0,Windows 10,1.4,239.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.44,32,GB Flash Storage,0,No,Intel
627,Lenovo,Notebook,15.6,4.0,No OS,2.2,468.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,0,No,Intel
628,Asus,2 in 1 Convertible,13.3,6.0,Windows 10,1.5,639.01,Full HD,1920.0,1080.0,Yes,No,No,Intel,2.5,1,TB HDD,0,No,Intel
629,Dell,Notebook,15.6,8.0,Windows 10,2.0,1820.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
630,Asus,Ultrabook,14.0,16.0,Windows 10,1.1,1900.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,512,GB SSD,0,No,Intel
631,Dell,Gaming,15.6,16.0,Windows 10,2.62,1479.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
632,Lenovo,Notebook,15.6,4.0,Windows 10,1.8,829.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
633,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,579.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,Nvidia
634,Asus,Notebook,15.6,8.0,Windows 10,2.0,399.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,1,TB HDD,0,No,Intel
635,Asus,Notebook,15.6,8.0,Windows 10,1.99,906.62,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
636,Dell,Ultrabook,13.3,8.0,Windows 10,1.23,1869.0,Quad HD+,3200.0,1800.0,Yes,No,No,Intel,1.6,256,GB SSD,0,No,Intel
637,Lenovo,Notebook,14.0,2.0,Windows 10,1.42,249.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
638,Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1757.42,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
639,Dell,Notebook,15.6,16.0,Windows 10,2.06,2399.0,4K Ultra HD,3840.0,2160.0,Yes,No,No,Intel,2.8,1,TB SSD,0,No,Nvidia
640,Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1109.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
641,HP,Notebook,17.0,8.0,Windows 10,2.6,520.9,Standard,1600.0,900.0,No,No,No,AMD,3.0,1,TB HDD,0,No,AMD
642,Lenovo,Ultrabook,14.0,16.0,Windows 10,1.14,2450.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Intel
643,Asus,Gaming,15.6,8.0,No OS,2.5,1169.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.8,1,TB HDD,0,No,Nvidia
644,Acer,Notebook,15.6,4.0,Windows 10,2.4,450.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
645,Lenovo,Notebook,14.0,4.0,Windows 10,1.43,274.0,Standard,1366.0,768.0,No,No,No,Intel,1.6,32,GB Flash Storage,0,No,Intel
646,Acer,Ultrabook,14.0,8.0,Windows 10,1.8,919.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
647,Razer,Gaming,14.0,16.0,Windows 10,1.95,2599.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,0,No,Nvidia
648,Toshiba,Notebook,13.3,8.0,Windows 10,1.2,1213.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,256,GB SSD,0,No,Intel
649,Lenovo,Ultrabook,12.5,8.0,Windows 10,1.36,1584.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,256,GB SSD,0,No,Intel
650,Asus,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.7,512,GB SSD,0,No,Nvidia
651,Acer,Gaming,15.6,8.0,Linux,2.4,709.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Nvidia
652,Dell,Ultrabook,13.3,8.0,Windows 10,1.2,1449.9,Full HD,1920.0,1080.0,No,No,No,Intel,1.6,256,GB SSD,0,No,Intel
653,MSI,Gaming,15.6,8.0,Windows 10,2.2,1191.8,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
654,HP,Notebook,15.6,4.0,No OS,1.86,364.9,Standard,1366.0,768.0,No,No,No,Intel,2.0,500,GB HDD,0,No,Intel
655,Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1064.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,500,GB HDD,0,No,Intel
656,Dell,Notebook,15.6,8.0,Windows 10,2.2,919.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,0,No,AMD
657,Dell,Notebook,15.6,16.0,Windows 10,2.2,1135.0,Full HD,1920.0,1080.0,No,No,No,Intel,1.8,256,GB SSD,2048,HDD,AMD
658,Lenovo,Gaming,15.6,8.0,Windows 10,3.31,1196.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.6,128,GB SSD,1024,HDD,Nvidia
659,Dell,Gaming,17.3,16.0,Windows 10,3.78,2711.2200000000007,4K Ultra HD,3840.0,2160.0,No,Yes,No,Intel,2.8,512,GB SSD,1024,HDD,Nvidia
660,Dell,Notebook,14.0,8.0,Windows 10,1.56,1229.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.4,256,GB SSD,0,No,Intel
661,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,419.0,Standard,1366.0,768.0,No,No,No,Intel,1.1,500,GB HDD,0,No,Intel
662,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,535.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.3,500,GB HDD,0,No,Intel
663,HP,Notebook,15.6,6.0,Windows 10,2.04,539.0,Standard,1920.0,1080.0,No,No,No,Intel,2.0,1,TB HDD,0,No,AMD
664,MSI,Gaming,17.3,8.0,Windows 10,2.7,1486.77,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,128,GB SSD,1024,HDD,Nvidia
665,Toshiba,Notebook,15.6,4.0,Windows 10,2.1,498.0,Standard,1366.0,768.0,No,No,No,Intel,2.1,128,GB SSD,0,No,Intel
666,Dell,Notebook,15.6,8.0,Windows 10,2.06,955.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,1,TB HDD,0,No,Intel
667,HP,Notebook,15.6,8.0,Windows 10,2.1,745.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.7,1,TB HDD,0,No,AMD
668,Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1258.0,Full HD,1920.0,1080.0,No,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
669,Acer,Notebook,15.6,4.0,Linux,2.1,412.0,Standard,1366.0,768.0,No,No,No,Intel,2.0,128,GB SSD,0,No,Intel
670,Microsoft,Ultrabook,13.5,8.0,Windows 10 S,1.252,1867.85,Standard,2256.0,1504.0,Yes,No,No,Intel,2.8,256,GB SSD,0,No,Intel
671,Lenovo,Notebook,15.6,8.0,Windows 10,1.9,817.95,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,128,GB SSD,1024,HDD,AMD
672,Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,1034.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.5,256,GB SSD,0,No,Intel
673,Lenovo,Notebook,15.6,4.0,Windows 10,2.2,349.0,Standard,1366.0,768.0,No,No,No,AMD,2.2,128,GB SSD,0,No,AMD
674,HP,2 in 1 Convertible,14.0,4.0,Windows 10,1.63,699.0,Full HD,1920.0,1080.0,Yes,Yes,No,Intel,2.4,128,GB SSD,0,No,Nvidia
675,MSI,Gaming,15.6,16.0,Windows 10,2.4,1294.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.8,256,GB SSD,1024,HDD,Nvidia
676,Asus,Ultrabook,14.0,8.0,Windows 10,1.1,1135.0,Full HD,1920.0,1080.0,No,No,No,Intel,2.5,256,GB SSD,0,No,Intel
677,HP,2 in 1 Convertible,11.6,8.0,Chrome OS,1.4,495.0,Standard,1366.0,768.0,Yes,No,No,Intel,1.1,64,GB Flash Storage,0,No,Intel
